url_length,num_dots,num_hyphen,contains_ip,has_https,domain_age,suspicious_words,redirect_count,entropy_score,label
31,1,2,0,1,19,5,3,4.0668,1
26,1,0,0,1,5918,1,0,4.1039,0
31,1,2,0,0,7,4,5,4.0023,1
31,1,0,0,1,867,1,0,3.9536,0
36,1,2,0,0,31,5,5,4.0595,1
28,1,0,0,1,6947,0,1,4.155,0
38,1,2,1,1,11,5,4,4.146,1
28,1,0,0,1,523,0,1,4.155,0
36,1,2,0,0,12,4,3,4.0487,1
24,1,0,0,1,3544,1,1,3.7202,0
34,1,2,0,0,32,4,4,4.2561,1
29,1,0,0,1,7123,1,1,4.0473,0
29,1,2,0,0,35,2,2,4.1852,1
27,1,0,0,1,2278,0,1,3.8101,0
37,1,2,1,0,24,5,1,4.2426,1
24,1,0,0,1,5744,0,1,3.7202,0
33,1,2,0,0,41,4,3,3.9226,1
23,1,0,0,1,4295,0,1,3.6425,0
32,1,2,0,0,6,3,3,4.1556,1
27,1,0,0,1,4381,1,1,3.8562,0
31,1,2,0,0,8,5,1,4.3005,1
24,1,0,0,1,2574,0,0,3.7202,0
34,1,2,0,0,38,3,3,4.1163,1
27,1,0,0,1,5573,0,0,3.764,0
33,1,2,0,0,27,4,5,4.165,1
27,1,0,0,1,4430,0,1,3.8562,0
37,1,2,0,1,34,4,4,4.1858,1
24,1,0,0,1,6327,0,1,3.8554,0
35,1,2,0,0,38,2,1,4.1503,1
30,1,0,0,1,4315,0,1,3.6981,0
38,1,2,0,1,7,2,2,4.0079,1
24,1,0,0,1,7543,0,0,3.8554,0
34,1,2,0,0,15,3,1,4.1973,1
24,1,0,0,1,6170,1,0,3.7202,0
34,1,2,0,0,9,3,4,3.9957,1
24,1,0,0,1,6571,0,1,3.7202,0
31,1,2,0,0,33,4,2,4.2847,1
25,1,0,0,1,7760,0,0,3.8937,0
31,1,2,0,1,31,3,5,4.0424,1
24,1,0,0,1,1240,0,1,3.8554,0
33,1,2,0,0,20,4,2,4.0179,1
28,1,0,0,1,2274,1,1,4.155,0
33,1,2,0,0,9,2,1,3.9226,1
23,1,0,0,1,3055,0,0,3.6753,0
32,1,2,1,0,24,3,1,4.0778,1
23,1,0,0,1,1071,0,0,3.7623,0
31,1,2,1,1,45,4,5,3.889,1
28,1,0,0,1,659,1,0,4.155,0
33,1,2,0,0,12,4,3,4.3468,1
27,1,0,0,1,6040,0,1,3.764,0
36,1,2,1,0,31,4,3,4.107,1
24,1,0,0,1,3310,0,0,3.8035,0
34,1,2,0,0,27,5,2,4.0575,1
27,1,0,0,1,6416,1,1,3.8101,0
35,1,2,0,0,26,4,5,4.036,1
25,1,0,0,1,2005,1,0,3.8937,0
35,1,2,0,0,45,5,4,4.2617,1
31,1,0,0,1,1025,1,1,3.9536,0
33,1,2,0,0,20,3,1,4.2714,1
24,1,0,0,1,2190,1,1,3.8554,0
34,1,2,1,0,17,2,2,4.0209,1
23,1,0,0,1,5285,0,0,3.6753,0
36,1,2,0,0,10,3,3,4.1598,1
24,1,0,0,1,1886,1,0,3.6887,0
32,1,2,0,0,39,5,3,3.9917,1
24,1,0,0,1,2159,0,1,3.7202,0
31,1,2,0,0,29,3,3,3.8457,1
28,1,0,0,1,695,0,0,4.155,0
33,1,2,0,0,38,2,4,4.0179,1
27,1,0,0,1,2320,1,0,3.838,0
33,1,2,0,1,21,3,1,4.0896,1
24,1,0,0,1,2266,0,0,3.6887,0
32,1,2,0,0,26,2,4,4.007,1
27,1,0,0,1,2308,1,0,3.8562,0
37,1,2,0,1,9,2,4,4.2497,1
24,1,0,0,1,4260,1,1,3.7721,0
31,1,2,0,0,42,5,4,3.926,1
26,1,0,0,1,3523,1,0,3.921,0
33,1,2,1,1,31,5,5,4.3468,1
24,1,0,0,1,4281,1,1,3.8554,0
32,1,2,1,0,13,4,1,4.2889,1
24,1,0,0,1,6265,0,1,3.7202,0
35,1,2,0,0,8,4,5,4.0687,1
24,1,0,0,1,678,0,1,3.8554,0
32,1,2,0,0,19,2,1,4.2653,1
24,1,0,0,1,5606,1,1,3.7202,0
36,1,2,1,0,34,2,2,4.2737,1
24,1,0,0,1,3454,0,1,3.8554,0
36,1,2,1,0,2,5,3,4.0515,1
27,1,0,0,1,2660,0,1,3.8101,0
34,1,2,1,0,1,2,3,3.9987,1
27,1,0,0,1,5010,1,1,3.838,0
31,1,2,0,1,3,4,3,3.9378,1
27,1,0,0,1,1327,0,1,3.708,0
33,1,2,0,0,9,2,3,3.8102,1
24,1,0,0,1,5836,0,1,3.7202,0
33,1,2,0,0,10,2,5,4.1879,1
25,1,0,0,1,4354,1,1,3.8937,0
33,1,2,1,0,30,3,5,4.3697,1
24,1,0,0,1,1297,0,1,3.7721,0
34,1,2,0,1,37,3,1,4.396,1
27,1,0,0,1,3219,1,1,3.838,0
34,1,2,0,1,39,4,5,3.7412,1
23,1,0,0,1,2600,0,0,3.6212,0
33,1,2,1,0,21,5,2,4.1044,1
24,1,0,0,1,4969,0,0,3.6887,0
33,1,2,1,1,6,5,2,4.0179,1
23,1,0,0,1,6343,0,0,3.7623,0
35,1,2,0,0,8,2,3,4.0931,1
23,1,0,0,1,6990,1,0,3.6425,0
33,1,2,1,0,19,2,4,4.0209,1
28,1,0,0,1,5922,0,1,4.0122,0
38,1,2,0,0,25,5,2,3.9579,1
23,1,0,0,1,1666,1,1,3.6212,0
35,1,2,0,0,21,2,3,4.0687,1
27,1,0,0,1,5074,1,0,3.764,0
31,1,2,0,0,39,3,3,3.9905,1
24,1,0,0,1,6494,0,0,3.8554,0
36,1,2,0,0,5,2,2,3.9931,1
24,1,0,0,1,7683,0,0,3.8554,0
36,1,2,0,0,1,5,5,4.1734,1
23,1,0,0,1,3408,1,0,3.6425,0
33,1,2,0,0,6,5,5,4.003,1
27,1,0,0,1,7526,1,0,3.764,0
36,1,2,0,0,15,3,4,4.1042,1
26,1,0,0,1,1016,1,1,3.921,0
35,1,2,0,0,1,3,4,4.1719,1
27,1,0,0,1,1113,0,1,3.8101,0
35,1,2,0,0,12,4,4,4.1072,1
27,1,0,0,1,673,1,0,3.8101,0
32,1,2,0,0,4,5,2,4.3514,1
23,1,0,0,1,6225,0,0,3.7623,0
31,1,2,1,0,15,5,1,4.1958,1
26,1,0,0,1,7006,1,1,4.1039,0
36,1,2,1,1,8,5,5,3.9931,1
23,1,0,0,1,6659,1,0,3.6425,0
36,1,2,1,0,21,4,3,4.1972,1
27,1,0,0,1,5775,0,1,3.764,0
33,1,2,0,0,3,4,1,4.0289,1
23,1,0,0,1,2646,1,0,3.6753,0
36,1,2,0,1,37,2,3,3.9722,1
23,1,0,0,1,3053,1,1,3.6212,0
33,1,2,0,0,22,3,4,3.9832,1
27,1,0,0,1,3828,1,1,3.8101,0
35,1,2,0,0,1,4,3,3.737,1
24,1,0,0,1,5864,0,0,3.8554,0
33,1,2,0,0,18,2,5,4.0289,1
24,1,0,0,1,4735,0,1,3.8554,0
37,1,2,1,1,16,2,4,3.99,1
28,1,0,0,1,763,0,0,4.0122,0
33,1,2,0,0,25,5,5,4.332,1
23,1,0,0,1,736,1,1,3.6212,0
33,1,2,0,0,6,2,4,4.2485,1
23,1,0,0,1,2924,0,1,3.6212,0
34,1,2,0,1,9,2,2,4.4326,1
27,1,0,0,1,2027,0,1,3.838,0
37,1,2,0,0,40,5,1,4.2966,1
23,1,0,0,1,3313,1,0,3.6753,0
37,1,2,0,0,41,4,1,4.1858,1
24,1,0,0,1,3282,1,1,3.6887,0
34,1,2,0,0,41,5,5,4.2898,1
24,1,0,0,1,4052,1,0,3.8554,0
32,1,2,0,0,35,2,4,4.1556,1
24,1,0,0,1,3375,0,1,3.8035,0
33,1,2,0,1,43,2,5,3.9226,1
25,1,0,0,1,1880,0,0,3.8937,0
36,1,2,0,1,2,3,2,3.9722,1
24,1,0,0,1,2841,0,0,3.8554,0
35,1,2,0,0,8,3,3,4.3433,1
26,1,0,0,1,4003,0,0,4.1039,0
34,1,2,0,0,17,2,1,4.1019,1
25,1,0,0,1,2295,1,1,3.8937,0
37,1,2,0,0,19,3,3,4.1957,1
27,1,0,0,1,3608,1,0,3.8101,0
36,1,2,0,1,12,3,5,4.0651,1
27,1,0,0,1,1645,0,0,3.8101,0
35,1,2,0,1,32,4,2,3.843,1
28,1,0,0,1,6531,0,0,4.0122,0
32,1,2,0,1,45,5,2,4.1792,1
26,1,0,0,1,6334,0,1,4.1039,0
38,1,2,0,0,4,3,1,4.1658,1
26,1,0,0,1,7595,0,0,4.1039,0
31,1,2,0,0,5,2,2,4.2202,1
26,1,0,0,1,4805,0,1,3.5843,0
33,1,2,0,0,36,2,4,4.0815,1
24,1,0,0,1,5742,1,1,3.6887,0
29,1,2,1,1,45,4,4,3.7714,1
25,1,0,0,1,7311,1,0,3.8937,0
32,1,2,0,0,35,2,4,4.1167,1
27,1,0,0,1,7101,1,0,3.838,0
32,1,2,0,0,8,2,2,4.2806,1
24,1,0,0,1,1125,1,0,3.8035,0
33,1,2,0,1,22,2,3,3.8937,1
24,1,0,0,1,1279,1,1,3.8554,0
33,1,2,0,1,11,4,2,4.0896,1
23,1,0,0,1,4999,1,1,3.6753,0
33,1,2,0,0,39,4,5,4.1243,1
24,1,0,0,1,1985,0,0,3.8554,0
38,1,2,0,0,19,2,1,4.1357,1
23,1,0,0,1,2512,0,1,3.6753,0
35,1,2,0,0,33,2,3,4.0931,1
26,1,0,0,1,6231,1,1,4.1039,0
36,1,2,1,0,33,4,5,3.8638,1
28,1,0,0,1,6395,0,1,4.0122,0
34,1,2,1,0,22,2,3,4.0545,1
24,1,0,0,1,5161,0,1,3.8554,0
32,1,2,0,0,10,3,3,4.3042,1
24,1,0,0,1,5691,1,0,3.6887,0
36,1,2,1,1,9,3,1,4.0305,1
24,1,0,0,1,4290,1,0,3.8554,0
33,1,2,0,1,30,3,1,4.2485,1
27,1,0,0,1,3414,0,1,3.838,0
31,1,2,0,1,5,3,1,3.9779,1
27,1,0,0,1,3746,1,1,3.8101,0
33,1,2,1,0,39,5,2,4.1273,1
24,1,0,0,1,2818,1,1,3.8035,0
30,1,2,0,0,20,2,1,3.9647,1
28,1,0,0,1,6536,0,0,4.155,0
32,1,2,0,1,23,3,2,4.2417,1
24,1,0,0,1,2067,0,1,3.8554,0
35,1,2,0,0,25,3,4,4.0931,1
26,1,0,0,1,7748,0,0,4.1039,0
31,1,2,0,1,6,5,2,4.1313,1
24,1,0,0,1,4384,1,0,3.7202,0
33,1,2,0,0,37,3,2,4.0209,1
23,1,0,0,1,5604,0,0,3.6753,0
34,1,2,1,0,19,2,2,3.9147,1
23,1,0,0,1,2915,1,0,3.6753,0
32,1,2,0,0,18,2,1,4.0778,1
23,1,0,0,1,4605,1,1,3.6753,0
31,1,2,0,1,40,5,5,4.1682,1
24,1,0,0,1,3517,0,0,3.8035,0
33,1,2,0,0,20,5,5,3.9455,1
30,1,0,0,1,3067,0,1,3.6981,0
32,1,2,0,0,13,5,5,4.1761,1
26,1,0,0,1,3279,1,0,3.5843,0
34,1,2,0,1,13,2,3,3.8192,1
26,1,0,0,1,7477,1,0,3.5843,0
35,1,2,0,0,24,3,3,4.229,1
23,1,0,0,1,5378,1,0,3.6212,0
32,1,2,0,1,7,5,5,4.3042,1
25,1,0,0,1,2551,0,0,3.8937,0
34,1,2,0,1,31,3,1,4.0575,1
26,1,0,0,1,2950,1,0,3.921,0
35,1,2,1,0,20,2,3,3.7014,1
23,1,0,0,1,3081,0,0,3.7623,0
34,1,2,0,0,24,3,5,4.0912,1
27,1,0,0,1,5889,0,0,3.838,0
37,1,2,0,1,36,3,2,4.0441,1
23,1,0,0,1,6861,0,1,3.6425,0
35,1,2,0,1,2,5,1,4.2074,1
24,1,0,0,1,3402,0,0,3.7091,0
31,1,2,0,0,31,5,3,4.0826,1
24,1,0,0,1,4098,1,0,3.8554,0
33,1,2,0,0,34,2,3,3.9573,1
27,1,0,0,1,6282,0,1,3.838,0
35,1,2,0,0,40,2,3,3.8513,1
30,1,0,0,1,5291,1,1,3.6981,0
31,1,2,0,1,40,2,4,3.9378,1
24,1,0,0,1,1428,1,1,3.8035,0
31,1,2,1,1,6,4,4,4.1958,1
26,1,0,0,1,4519,1,0,4.1039,0
33,1,2,0,0,3,4,2,3.9683,1
27,1,0,0,1,644,0,0,3.708,0
36,1,2,0,0,31,5,4,4.2737,1
29,1,0,0,1,5163,0,0,4.0473,0
29,1,2,1,0,10,3,5,4.0733,1
23,1,0,0,1,3154,0,0,3.7623,0
34,1,2,0,1,8,2,1,4.2784,1
27,1,0,0,1,1788,1,1,3.838,0
33,1,2,0,0,34,2,5,4.1502,1
27,1,0,0,1,1752,0,1,3.9303,0
35,1,2,0,1,25,4,1,3.976,1
27,1,0,0,1,3295,1,1,3.9303,0
32,1,2,0,0,28,5,3,3.9681,1
27,1,0,0,1,4669,0,1,3.764,0
33,1,2,0,1,32,2,2,4.1273,1
27,1,0,0,1,2876,1,0,3.708,0
34,1,2,0,1,13,4,5,4.315,1
24,1,0,0,1,4937,0,1,3.8554,0
32,1,2,0,1,17,5,5,4.2264,1
27,1,0,0,1,1372,1,1,3.8101,0
32,1,2,0,0,36,5,2,4.1403,1
24,1,0,0,1,827,1,1,3.8554,0
29,1,2,1,0,5,2,5,3.8799,1
26,1,0,0,1,4869,0,0,3.921,0
35,1,2,0,1,30,4,5,4.243,1
26,1,0,0,1,3577,0,0,4.1039,0
36,1,2,0,0,4,3,4,4.128,1
24,1,0,0,1,3220,1,1,3.7202,0
33,1,2,0,0,24,3,1,4.003,1
27,1,0,0,1,3210,1,0,3.708,0
36,1,2,0,1,36,3,4,4.1598,1
26,1,0,0,1,877,0,1,3.5843,0
37,1,2,1,0,42,5,4,4.0006,1
27,1,0,0,1,7771,1,1,3.708,0
29,1,2,0,0,30,2,5,3.8539,1
29,1,0,0,1,5175,1,1,4.0473,0
35,1,2,0,0,1,2,3,4.0256,1
24,1,0,0,1,2602,0,1,3.8554,0
36,1,2,0,1,19,5,1,4.1626,1
26,1,0,0,1,712,1,0,3.5843,0
34,1,2,0,0,34,3,3,4.1163,1
24,1,0,0,1,1371,1,0,3.8035,0
36,1,2,0,0,13,2,4,4.0095,1
27,1,0,0,1,1345,1,1,3.708,0
35,1,2,0,0,20,3,3,4.0931,1
24,1,0,0,1,7216,0,0,3.6887,0
33,1,2,0,0,45,5,4,3.8997,1
23,1,0,0,1,2650,1,0,3.6753,0
33,1,2,0,0,27,5,2,4.332,1
23,1,0,0,1,5296,1,1,3.6212,0
31,1,2,0,0,44,3,4,4.2847,1
24,1,0,0,1,4831,0,1,3.7721,0
36,1,2,1,0,38,4,3,4.1598,1
24,1,0,0,1,4523,0,1,3.8554,0
32,1,2,0,1,36,5,3,4.2417,1
24,1,0,0,1,4857,0,1,3.8554,0
35,1,2,1,0,10,3,2,4.229,1
24,1,0,0,1,6822,0,1,3.8554,0
38,1,2,1,1,34,5,1,4.3065,1
26,1,0,0,1,3982,0,1,3.921,0
30,1,2,0,1,42,3,1,4.0566,1
24,1,0,0,1,3166,1,1,3.8554,0
35,1,2,1,0,32,4,3,4.2646,1
27,1,0,0,1,2198,0,0,3.838,0
38,1,2,0,0,36,3,3,4.2211,1
27,1,0,0,1,6324,0,0,3.708,0
31,1,2,1,0,18,5,3,4.1958,1
27,1,0,0,1,3939,1,0,3.8562,0
35,1,2,1,1,14,2,2,4.0931,1
27,1,0,0,1,7646,1,0,3.8562,0
31,1,2,0,1,29,2,2,4.0582,1
26,1,0,0,1,548,1,1,4.1039,0
31,1,2,0,0,15,2,4,3.9779,1
24,1,0,0,1,2602,0,0,3.8554,0
34,1,2,0,0,14,4,2,4.1607,1
23,1,0,0,1,3294,0,0,3.6425,0
33,1,2,0,1,21,4,4,4.1879,1
27,1,0,0,1,7925,1,0,3.764,0
31,1,2,1,1,24,5,1,4.0424,1
27,1,0,0,1,2479,0,0,3.8101,0
33,1,2,0,0,20,2,4,4.165,1
24,1,0,0,1,5783,0,0,3.8035,0
35,1,2,1,0,40,5,3,3.9085,1
24,1,0,0,1,1017,1,1,3.8035,0
38,1,2,0,1,10,2,1,3.9027,1
26,1,0,0,1,2801,0,1,3.921,0
34,1,2,1,0,19,3,4,4.2561,1
24,1,0,0,1,6945,0,1,3.8554,0
36,1,2,0,0,3,2,5,4.0487,1
28,1,0,0,1,5846,0,1,4.0122,0
33,1,2,0,1,35,5,1,4.0289,1
24,1,0,0,1,2415,0,0,3.6887,0
35,1,2,0,0,20,5,4,4.2074,1
26,1,0,0,1,1430,1,1,3.5843,0
32,1,2,0,0,17,4,1,4.1556,1
23,1,0,0,1,4185,0,0,3.7623,0
34,1,2,0,1,44,3,5,4.396,1
27,1,0,0,1,6848,1,0,3.8101,0
31,1,2,0,0,23,5,5,4.3005,1
24,1,0,0,1,1714,1,1,3.7721,0
34,1,2,0,1,31,3,2,4.2898,1
24,1,0,0,1,1828,0,1,3.6887,0
30,1,2,0,0,28,3,3,4.0566,1
27,1,0,0,1,2249,0,1,3.8562,0
34,1,2,0,0,11,5,4,4.0294,1
24,1,0,0,1,2054,1,1,3.8554,0
31,1,2,0,1,36,3,2,4.236,1
24,1,0,0,1,3827,0,1,3.8035,0
36,1,2,0,1,2,5,4,4.107,1
27,1,0,0,1,1240,1,1,3.838,0
31,1,2,0,0,30,4,2,4.0023,1
31,1,0,0,1,7982,1,0,3.9536,0
33,1,2,0,0,10,5,3,4.1879,1
27,1,0,0,1,6002,0,0,3.838,0
37,1,2,0,1,30,4,3,4.1345,1
27,1,0,0,1,1573,1,0,3.8101,0
33,1,2,0,0,5,3,5,3.9683,1
24,1,0,0,1,7273,1,0,3.7721,0
31,1,2,1,0,38,5,4,3.9016,1
30,1,0,0,1,1097,0,1,3.6981,0
31,1,2,1,1,36,2,5,4.236,1
27,1,0,0,1,2422,1,0,3.764,0
35,1,2,0,0,12,4,1,4.0144,1
23,1,0,0,1,6814,0,0,3.6212,0
33,1,2,1,1,32,3,1,3.9832,1
23,1,0,0,1,2942,0,0,3.6425,0
33,1,2,0,0,40,3,2,4.3091,1
23,1,0,0,1,3345,1,1,3.6753,0
35,1,2,0,1,33,5,5,4.1719,1
27,1,0,0,1,5398,0,0,3.9303,0
35,1,2,0,0,8,5,2,4.1999,1
29,1,0,0,1,2829,1,1,4.0473,0
34,1,2,0,1,44,5,3,4.0575,1
23,1,0,0,1,2925,0,1,3.6212,0
34,1,2,1,0,1,3,5,4.0323,1
24,1,0,0,1,4602,1,0,3.7721,0
35,1,2,0,1,18,3,1,4.3789,1
27,1,0,0,1,7242,1,0,3.764,0
34,1,2,0,1,5,3,3,4.1973,1
23,1,0,0,1,2434,1,1,3.6212,0
32,1,2,0,0,40,4,3,4.2889,1
24,1,0,0,1,1347,0,1,3.8554,0
34,1,2,0,1,12,2,3,4.1163,1
24,1,0,0,1,7123,1,1,3.7721,0
30,1,2,1,0,7,5,3,4.0817,1
29,1,0,0,1,752,0,1,4.0473,0
35,1,2,0,0,2,2,4,4.05,1
26,1,0,0,1,1245,1,1,3.5843,0
29,1,2,1,0,43,2,2,3.9094,1
23,1,0,0,1,7445,0,1,3.7623,0
33,1,2,0,0,18,2,3,3.9306,1
24,1,0,0,1,567,0,0,3.8554,0
35,1,2,1,0,35,4,3,4.0903,1
23,1,0,0,1,5590,0,0,3.6212,0
33,1,2,0,1,34,2,1,3.9196,1
25,1,0,0,1,2770,1,0,3.8937,0
33,1,2,0,0,5,2,3,4.3091,1
23,1,0,0,1,1872,1,1,3.6753,0
35,1,2,0,1,13,3,2,3.8757,1
25,1,0,0,1,2714,1,0,3.8937,0
36,1,2,0,0,33,5,2,4.1762,1
27,1,0,0,1,7202,0,0,3.8562,0
33,1,2,0,1,31,4,5,3.8818,1
25,1,0,0,1,6829,1,0,3.8937,0
33,1,2,0,0,2,2,3,4.0438,1
27,1,0,0,1,3424,1,0,3.9303,0
32,1,2,1,0,37,4,1,4.0275,1
23,1,0,0,1,3294,1,1,3.6425,0
31,1,2,1,1,35,5,1,3.9134,1
27,1,0,0,1,6034,0,1,3.8562,0
30,1,2,0,0,4,4,1,4.3232,1
26,1,0,0,1,2582,0,0,4.1039,0
31,1,2,1,1,13,3,1,4.2847,1
24,1,0,0,1,2325,0,1,3.7091,0
32,1,2,0,0,28,2,5,4.1403,1
24,1,0,0,1,1127,0,0,3.8554,0
31,1,2,0,0,15,5,4,4.1313,1
24,1,0,0,1,7824,0,1,3.8554,0
34,1,2,1,1,7,4,5,4.2784,1
26,1,0,0,1,7111,1,0,3.5843,0
36,1,2,1,1,42,3,3,4.107,1
26,1,0,0,1,4195,0,1,3.5843,0
36,1,2,0,0,12,4,4,4.0277,1
25,1,0,0,1,2027,1,0,3.8937,0
35,1,2,0,1,15,5,3,4.0903,1
27,1,0,0,1,7134,1,0,3.8101,0
34,1,2,0,0,35,2,5,3.9987,1
24,1,0,0,1,2930,0,1,3.8554,0
35,1,2,0,0,25,3,2,4.0332,1
23,1,0,0,1,7710,1,1,3.6753,0
33,1,2,0,0,26,3,3,4.1273,1
26,1,0,0,1,2494,0,1,3.921,0
31,1,2,0,0,32,4,4,3.9134,1
23,1,0,0,1,1180,0,0,3.6425,0
33,1,2,0,1,16,2,2,4.2336,1
24,1,0,0,1,2554,0,0,3.8035,0
33,1,2,1,1,10,2,1,4.2714,1
27,1,0,0,1,2491,1,1,3.708,0
34,1,2,0,0,28,4,2,4.0575,1
24,1,0,0,1,1364,1,0,3.8554,0
35,1,2,0,0,43,3,1,4.0576,1
28,1,0,0,1,4569,0,0,4.0122,0
36,1,2,0,0,2,2,1,4.1416,1
29,1,0,0,1,4575,1,0,4.0473,0
34,1,2,1,1,30,4,4,3.9987,1
24,1,0,0,1,515,0,1,3.8554,0
33,1,2,1,0,5,2,4,3.8391,1
24,1,0,0,1,3351,1,1,3.6887,0
33,1,2,1,0,45,2,1,4.332,1
27,1,0,0,1,6371,1,1,3.8101,0
34,1,2,0,0,20,2,5,4.0179,1
27,1,0,0,1,6503,1,0,3.8101,0
33,1,2,1,0,22,2,3,4.003,1
26,1,0,0,1,3248,1,0,4.1039,0
36,1,2,0,0,5,5,1,4.3292,1
24,1,0,0,1,4199,0,1,3.7202,0
35,1,2,1,0,40,5,2,4.243,1
28,1,0,0,1,5056,0,0,4.0122,0
32,1,2,0,0,45,4,4,4.2417,1
28,1,0,0,1,7447,0,0,4.155,0
34,1,2,1,0,38,4,3,4.0323,1
24,1,0,0,1,4408,1,0,3.7091,0
34,1,2,0,0,19,2,4,4.0797,1
23,1,0,0,1,1097,0,1,3.7623,0
33,1,2,0,0,8,5,3,4.1502,1
23,1,0,0,1,7212,0,0,3.6425,0
33,1,2,1,1,44,2,1,4.2485,1
26,1,0,0,1,4508,0,1,4.1039,0
35,1,2,0,0,13,2,2,4.436,1
23,1,0,0,1,5340,1,1,3.6212,0
37,1,2,0,0,40,5,3,4.2089,1
24,1,0,0,1,1160,0,1,3.8035,0
36,1,2,0,1,10,5,2,4.1734,1
27,1,0,0,1,1452,1,0,3.8101,0
36,1,2,1,0,2,4,2,4.3156,1
29,1,0,0,1,4149,1,1,4.0473,0
32,1,2,1,0,9,3,5,3.9528,1
27,1,0,0,1,6724,1,0,3.9303,0
32,1,2,0,0,39,2,1,4.2264,1
24,1,0,0,1,2753,1,0,3.8554,0
36,1,2,0,0,29,4,4,4.2947,1
27,1,0,0,1,2078,1,1,3.8101,0
33,1,2,1,1,17,4,1,4.0209,1
28,1,0,0,1,1334,1,0,4.0122,0
30,1,2,0,0,12,3,1,3.9647,1
23,1,0,0,1,2469,1,1,3.6425,0
34,1,2,1,0,41,2,5,4.3516,1
27,1,0,0,1,1900,1,1,3.764,0
36,1,2,0,1,18,5,2,4.1626,1
26,1,0,0,1,3221,1,0,3.5843,0
34,1,2,0,1,15,3,4,4.0575,1
27,1,0,0,1,7970,1,0,3.8101,0
32,1,2,1,1,17,3,4,4.0275,1
23,1,0,0,1,3052,1,0,3.7623,0
31,1,2,0,1,36,3,3,4.0023,1
24,1,0,0,1,2335,1,1,3.8554,0
36,1,2,0,1,19,5,5,4.1416,1
27,1,0,0,1,1468,1,1,3.8101,0
37,1,2,0,1,44,4,3,4.2966,1
27,1,0,0,1,7669,1,0,3.838,0
31,1,2,0,1,29,5,2,3.889,1
24,1,0,0,1,3320,0,0,3.8554,0
30,1,2,0,0,38,3,2,3.9647,1
27,1,0,0,1,7536,1,0,3.708,0
33,1,2,0,0,40,5,4,4.0289,1
24,1,0,0,1,3529,0,1,3.8554,0
36,1,2,1,0,36,4,5,4.1626,1
23,1,0,0,1,7000,0,0,3.6212,0
32,1,2,0,1,19,3,4,3.9917,1
28,1,0,0,1,1186,0,0,4.0122,0
38,1,2,0,0,33,5,3,4.146,1
31,1,0,0,1,937,1,1,3.9536,0
31,1,2,0,0,20,4,1,3.8732,1
28,1,0,0,1,7439,0,0,4.0122,0
33,1,2,0,0,32,5,5,4.0556,1
24,1,0,0,1,1858,1,1,3.6887,0
35,1,2,1,0,16,2,4,4.0472,1
24,1,0,0,1,6433,0,0,3.8554,0
36,1,2,0,0,16,2,4,4.107,1
27,1,0,0,1,6436,0,0,3.764,0
35,1,2,1,0,8,3,4,4.1043,1
31,1,0,0,1,7560,0,0,3.9536,0
31,1,2,1,0,33,2,4,4.1037,1
24,1,0,0,1,4681,0,1,3.8554,0
34,1,2,0,0,44,2,3,4.2339,1
27,1,0,0,1,4807,1,0,3.8562,0
30,1,2,0,0,24,5,5,3.9899,1
30,1,0,0,1,2717,0,0,3.6981,0
34,1,2,0,1,31,3,2,4.315,1
26,1,0,0,1,2503,1,1,4.1039,0
30,1,2,0,0,40,4,5,4.1232,1
24,1,0,0,1,3704,1,0,3.6887,0
37,1,2,0,1,4,4,1,4.0104,1
26,1,0,0,1,1079,0,0,3.921,0
37,1,2,1,0,26,3,3,4.1885,1
24,1,0,0,1,4688,0,1,3.7091,0
34,1,2,0,1,44,4,3,4.4914,1
23,1,0,0,1,5253,0,1,3.6212,0
37,1,2,0,0,36,5,3,4.1522,1
23,1,0,0,1,2629,0,1,3.6753,0
37,1,2,1,0,42,2,5,4.2089,1
23,1,0,0,1,2125,1,0,3.7623,0
30,1,2,0,0,13,5,4,4.1899,1
24,1,0,0,1,4844,1,0,3.7721,0
31,1,2,0,0,44,2,3,3.9134,1
24,1,0,0,1,2933,1,0,3.8554,0
31,1,2,1,0,18,3,5,4.2202,1
26,1,0,0,1,2695,1,0,3.921,0
37,1,2,1,0,1,2,5,4.2089,1
27,1,0,0,1,6674,0,1,3.8101,0
29,1,2,0,0,21,4,5,3.7883,1
24,1,0,0,1,7267,0,1,3.8035,0
34,1,2,0,0,39,3,2,4.4326,1
24,1,0,0,1,7028,0,0,3.7091,0
29,1,2,1,1,12,3,5,3.9783,1
24,1,0,0,1,7104,1,0,3.7091,0
35,1,2,0,0,23,5,2,4.2074,1
24,1,0,0,1,3342,1,0,3.7202,0
30,1,2,0,1,39,3,4,3.9111,1
26,1,0,0,1,2121,1,1,3.921,0
34,1,2,0,0,37,3,2,4.1356,1
31,1,0,0,1,4332,1,1,3.9536,0
33,1,2,1,1,31,4,3,3.9832,1
26,1,0,0,1,1518,1,0,4.1039,0
33,1,2,0,0,44,4,4,4.1044,1
27,1,0,0,1,4733,0,0,3.838,0
32,1,2,0,1,23,4,3,4.0778,1
24,1,0,0,1,5300,0,1,3.6887,0
30,1,2,1,0,20,5,2,4.2151,1
28,1,0,0,1,3291,1,1,4.0122,0
29,1,2,1,0,43,5,4,3.8404,1
23,1,0,0,1,1629,0,1,3.6425,0
32,1,2,0,1,34,2,4,4.1556,1
24,1,0,0,1,7556,1,0,3.8554,0
34,1,2,0,1,3,2,3,4.0941,1
28,1,0,0,1,1772,1,0,4.155,0
